"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FS.AST.DOMS.GD.ZS","Domestic credit provided by financial sector (% of GDP)","Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",
"FS.AST.DOMO.GD.ZS","Claims on other sectors of the domestic economy (% of GDP)","Claims on other sectors of the domestic economy (IFS line 52S or 32S) include gross credit from the financial system to households, nonprofit institutions serving households, nonfinancial corporations, state and local governments, and social security funds.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",
"FS.AST.CGOV.GD.ZS","Claims on central government, etc. (% GDP)","Claims on central government (IFS line 52AN or 32AN) include loans to central government institutions net of deposits.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",
"FR.INR.RISK","Risk premium on lending (lending rate minus treasury bill rate, %)","Risk premium on lending is the interest rate charged by banks on loans to private sector customers minus the ""risk free"" treasury bill interest rate at which short-term government securities are issued or traded in the market. In some countries this spread may be negative, indicating that the market considers its best corporate clients to be lower risk than the government. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics database.",
"FR.INR.RINR","Real interest rate (%)","Real interest rate is the lending interest rate adjusted for inflation as measured by the GDP deflator. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files using World Bank data on the GDP deflator.",
"FR.INR.LNDP","Interest rate spread (lending rate minus deposit rate, %)","Interest rate spread is the interest rate charged by banks on loans to private sector customers minus the interest rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files.",
"FR.INR.LEND","Lending interest rate (%)","Lending rate is the bank rate that usually meets the short- and medium-term financing needs of the private sector. This rate is normally differentiated according to creditworthiness of borrowers and objectives of financing. The terms and conditions attached to these rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files.",
"FR.INR.DPST","Deposit interest rate (%)","Deposit interest rate is the rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability.","International Monetary Fund, International Financial Statistics and data files.",
"FP.WPI.TOTL","Wholesale price index (2010 = 100)","Wholesale price index refers to a mix of agricultural and industrial goods at various stages of production and distribution, including import duties. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",
"FP.CPI.TOTL.ZG","Inflation, consumer prices (annual %)","Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.","International Monetary Fund, International Financial Statistics and data files.",
"FP.CPI.TOTL","Consumer price index (2010 = 100)","Consumer price index reflects changes in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used. Data are period averages.","International Monetary Fund, International Financial Statistics and data files.",
"FM.LBL.BMNY.ZG","Broad money growth (annual %)","Broad money (IFS line 35L..ZK) is the sum of currency outside banks; demand deposits other than those of the central government; the time, savings, and foreign currency deposits of resident sectors other than the central government; bank and traveler’s checks; and other securities such as certificates of deposit and commercial paper.","International Monetary Fund, International Financial Statistics and data files.",
"FM.LBL.BMNY.IR.ZS","Broad money to total reserves ratio","Broad money (IFS line 35L..ZK) is the sum of currency outside banks; demand deposits other than those of the central government; the time, savings, and foreign currency deposits of resident sectors other than the central government; bank and traveler’s checks; and other securities such as certificates of deposit and commercial paper.","International Monetary Fund, International Financial Statistics and data files.",
"FM.LBL.BMNY.GD.ZS","Broad money (% of GDP)","Broad money (IFS line 35L..ZK) is the sum of currency outside banks; demand deposits other than those of the central government; the time, savings, and foreign currency deposits of resident sectors other than the central government; bank and traveler’s checks; and other securities such as certificates of deposit and commercial paper.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",
"FM.LBL.BMNY.CN","Broad money (current LCU)","Broad money (IFS line 35L..ZK) is the sum of currency outside banks; demand deposits other than those of the central government; the time, savings, and foreign currency deposits of resident sectors other than the central government; bank and traveler’s checks; and other securities such as certificates of deposit and commercial paper.","International Monetary Fund, International Financial Statistics and data files.",
"FM.AST.PRVT.ZG.M3","Claims on private sector (annual growth as % of broad money)","Claims on private sector (IFS line 32D..ZK or 32D..ZF) include gross credit from the financial system to individuals, enterprises, nonfinancial public entities not included under net domestic credit, and financial institutions not included elsewhere.","International Monetary Fund, International Financial Statistics and data files.",
"FM.AST.NFRG.CN","Net foreign assets (current LCU)","Net foreign assets are the sum of foreign assets held by monetary authorities and deposit money banks, less their foreign liabilities. Data are in current local currency.","International Monetary Fund, International Financial Statistics and data files.",
"FM.AST.DOMS.CN","Net domestic credit (current LCU)","Net domestic credit is the sum of net claims on the central government and claims on other sectors of the domestic economy (IFS line 32). Data are in current local currency.","International Monetary Fund, International Financial Statistics and data files.",
"FM.AST.DOMO.ZG.M3","Claims on other sectors of the domestic economy (annual growth as % of broad money)","Claims on other sectors of the domestic economy (IFS line 32S..ZK) include gross credit from the financial system to households, nonprofit institutions serving households, nonfinancial corporations, state and local governments, and social security funds.","International Monetary Fund, International Financial Statistics and data files.",
"FM.AST.CGOV.ZG.M3","Claims on central government (annual growth as % of broad money)","Claims on central government (IFS line 32AN..ZK) include loans to central government institutions net of deposits.","International Monetary Fund, International Financial Statistics and data files.",
"FI.RES.XGLD.CD","Total reserves minus gold (current US$)","Total reserves minus gold comprise special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. Gold holdings are excluded. Data are in current U.S. dollars.","International Monetary Fund, International Financial Statistics and data files.",
"FI.RES.TOTL.MO","Total reserves in months of imports","Total reserves comprise holdings of monetary gold, special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. The gold component of these reserves is valued at year-end (December 31) London prices. This item shows reserves expressed in terms of the number of months of imports of goods and services they could pay for [Reserves/(Imports/12)].","International Monetary Fund, International Financial Statistics and data files.",
"FI.RES.TOTL.DT.ZS","Total reserves (% of total external debt)","International reserves to total external debt stocks.","World Bank, International Debt Statistics.",
"FI.RES.TOTL.CD","Total reserves (includes gold, current US$)","Total reserves comprise holdings of monetary gold, special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. The gold component of these reserves is valued at year-end (December 31) London prices. Data are in current U.S. dollars.","International Monetary Fund, International Financial Statistics and data files.",
"FD.RES.LIQU.AS.ZS","Bank liquid reserves to bank assets ratio (%)","Ratio of bank liquid reserves to bank assets is the ratio of domestic currency holdings and deposits with the monetary authorities to claims on other governments, nonfinancial public enterprises, the private sector, and other banking institutions.","International Monetary Fund, International Financial Statistics and data files.",
"FD.AST.PRVT.GD.ZS","Domestic credit to private sector by banks (% of GDP)","Domestic credit to private sector by banks refers to financial resources provided to the private sector by other depository corporations (deposit taking corporations except central banks), such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises.","International Monetary Fund, International Financial Statistics and data files, and World Bank and OECD GDP estimates.",
"FB.CBK.DPTR.P3","Depositors with commercial banks (per 1,000 adults)","Depositors with commercial banks are the reported number of deposit account holders at commercial banks and other resident banks functioning as commercial banks that are resident nonfinancial corporations (public and private) and households. For many countries data cover the total number of deposit accounts due to lack of information on account holders. The major types of deposits are checking accounts, savings accounts, and time deposits.","International Monetary Fund, Financial Access Survey.",
"FB.CBK.BRWR.P3","Borrowers from commercial banks (per 1,000 adults)","Borrowers from commercial banks are the reported number of resident customers that are nonfinancial corporations (public and private) and households who obtained loans from commercial banks and other banks functioning as commercial banks. For many countries data cover the total number of loan accounts due to lack of information on loan account holders.","International Monetary Fund, Financial Access Survey.",
"FB.CBK.BRCH.P5","Commercial bank branches (per 100,000 adults)","Commercial bank branches are retail locations of resident commercial banks and other resident banks that function as commercial banks that provide financial services to customers and are physically separated from the main office but not organized as legally separated subsidiaries.","International Monetary Fund, Financial Access Survey.",
"FB.BNK.CAPA.ZS","Bank capital to assets ratio (%)","Bank capital to assets is the ratio of bank capital and reserves to total assets. Capital and reserves include funds contributed by owners, retained earnings, general and special reserves, provisions, and valuation adjustments. Capital includes tier 1 capital (paid-up shares and common stock), which is a common feature in all countries' banking systems, and total regulatory capital, which includes several specified types of subordinated debt instruments that need not be repaid if the funds are required to maintain minimum capital levels (these comprise tier 2 and tier 3 capital). Total assets include all nonfinancial and financial assets.","International Monetary Fund, Global Financial Stability Report.",
"FB.ATM.TOTL.P5","Automated teller machines (ATMs) (per 100,000 adults)","Automated teller machines are computerized telecommunications devices that provide clients of a financial institution with access to financial transactions in a public place.","International Monetary Fund, Financial Access Survey.",
"FB.AST.NPER.ZS","Bank nonperforming loans to total gross loans (%)","Bank nonperforming loans to total gross loans are the value of nonperforming loans divided by the total value of the loan portfolio (including nonperforming loans before the deduction of specific loan-loss provisions). The loan amount recorded as nonperforming should be the gross value of the loan as recorded on the balance sheet, not just the amount that is overdue.","International Monetary Fund, Global Financial Stability Report.",
"DT.NFL.BOND.CD","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","Bonds are securities issued with a fixed rate of interest for a period of more than one year. They include net flows through cross-border public and publicly guaranteed and private nonguaranteed bond issues. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"CM.MKT.TRNR","Stocks traded, turnover ratio of domestic shares (%)","Turnover ratio is the value of domestic shares traded divided by their market capitalization. The value is annualized by multiplying the monthly average by 12.","World Federation of Exchanges database.",
"CM.MKT.TRAD.GD.ZS","Stocks traded, total value (% of GDP)","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values.","World Federation of Exchanges database.",
"CM.MKT.TRAD.CD","Stocks traded, total value (current US$)","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.","World Federation of Exchanges database.",
"CM.MKT.LDOM.NO","Listed domestic companies, total","Listed domestic companies, including foreign companies which are exclusively listed, are those which have shares listed on an exchange at the end of the year. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies, such as holding companies and investment companies, regardless of their legal status, are excluded. A company with several classes of shares is counted once. Only companies admitted to listing on the exchange are included.","World Federation of Exchanges database.",
"CM.MKT.LCAP.GD.ZS","Market capitalization of listed domestic companies (% of GDP)","Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values.","World Federation of Exchanges database.",
"CM.MKT.LCAP.CD","Market capitalization of listed domestic companies (current US$)","Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.","World Federation of Exchanges database.",
"CM.MKT.INDX.ZG","S&P Global Equity Indices (annual % change)","S&P Global Equity Indices measure the U.S. dollar price change in the stock markets covered by the S&P/IFCI and S&P/Frontier BMI country indices.","Standard & Poor's, Global Stock Markets Factbook and supplemental S&P data.",
"BX.TRF.PWKR.DT.GD.ZS","Personal remittances, received (% of GDP)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees.","World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",
"BX.TRF.PWKR.CD.DT","Personal remittances, received (current US$)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.","World Bank staff estimates based on IMF balance of payments data.",
"BX.TRF.PWKR.CD","Personal transfers, receipts (BoP, current US$)","Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
"BX.PEF.TOTL.CD.WD","Portfolio equity, net inflows (BoP, current US$)","Portfolio equity includes net inflows from equity securities other than those recorded as direct investment and including shares, stocks, depository receipts (American or global), and direct purchases of shares in local stock markets by foreign investors. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments database, and World Bank, International Debt Statistics.",
"BX.KLT.DREM.CD.DT","Primary income on FDI, payments (current US$)","Primary income on foreign direct investment covers payments of direct investment income (debit side), which consist of income on equity (dividends, branch profits, and reinvested earnings) and income on the intercompany debt (interest). Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook.",
"BX.KLT.DINV.WD.GD.ZS","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows net inflows (new investment inflows less disinvestment) in the reporting economy from foreign investors, and is divided by GDP.","International Monetary Fund, International Financial Statistics and Balance of Payments databases, World Bank, International Debt Statistics, and World Bank and OECD GDP estimates.",
"BX.KLT.DINV.CD.WD","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment refers to direct investment equity flows in the reporting economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.",
"BN.KLT.PTXL.CD","Portfolio Investment, net (BoP, current US$)","Portfolio investment covers transactions in equity securities and debt securities. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
"BN.KLT.DINV.CD","Foreign direct investment, net (BoP, current US$)","Foreign direct investment are the net inflows of investment to acquire a lasting management interest (10 percent or more of voting stock) in an enterprise operating in an economy other than that of the investor. It is the sum of equity capital, reinvestment of earnings, other long-term capital, and short-term capital as shown in the balance of payments. This series shows total net FDI. In BPM6, financial account balances are calculated as the change in assets minus the change in liabilities. Net FDI outflows are assets and net FDI inflows are liabilities. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
"BM.TRF.PWKR.CD.DT","Personal remittances, paid (current US$)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.","World Bank staff estimates based on IMF balance of payments data.",
"BM.KLT.DINV.WD.GD.ZS","Foreign direct investment, net outflows (% of GDP)","Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world, and is divided by GDP.","International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.",
"BM.KLT.DINV.CD.WD","Foreign direct investment, net outflows (BoP, current US$)","Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.",
