"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IQ.CPA.PADM.XQ","CPIA quality of public administration rating (1=low to 6=high)","Quality of public administration assesses the extent to which civilian central government staff is structured to design and implement government policy and deliver services effectively.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.MACR.XQ","CPIA macroeconomic management rating (1=low to 6=high)","Macroeconomic management assesses the monetary, exchange rate, and aggregate demand policy framework.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.IRAI.XQ","IDA resource allocation index (1=low to 6=high)","IDA Resource Allocation Index is obtained by calculating the average score for each cluster and then by averaging those scores. For each of 16 criteria countries are rated on a scale of 1 (low) to 6 (high).","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.HRES.XQ","CPIA building human resources rating (1=low to 6=high)","Building human resources assesses the national policies and public and private sector service delivery that affect the access to and quality of health and education services, including prevention and treatment of HIV/AIDS, tuberculosis, and malaria.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.GNDR.XQ","CPIA gender equality rating (1=low to 6=high)","Gender equality assesses the extent to which the country has installed institutions and programs to enforce laws and policies that promote equal access for men and women in education, health, the economy, and protection under law.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.FISP.XQ","CPIA fiscal policy rating (1=low to 6=high)","Fiscal policy assesses the short- and medium-term sustainability of fiscal policy (taking into account monetary and exchange rate policy and the sustainability of the public debt) and its impact on growth.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.FINS.XQ","CPIA financial sector rating (1=low to 6=high)","Financial sector assesses the structure of the financial sector and the policies and regulations that affect it.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.FINQ.XQ","CPIA quality of budgetary and financial management rating (1=low to 6=high)","Quality of budgetary and financial management assesses the extent to which there is a comprehensive and credible budget linked to policy priorities, effective financial management systems, and timely and accurate accounting and fiscal reporting, including timely and audited public accounts.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.ENVR.XQ","CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)","Policy and institutions for environmental sustainability assess the extent to which environmental policies foster the protection and sustainable use of natural resources and the management of pollution.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.ECON.XQ","CPIA economic management cluster average (1=low to 6=high)","The economic management cluster includes macroeconomic management, fiscal policy, and debt policy.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.DEBT.XQ","CPIA debt policy rating (1=low to 6=high)","Debt policy assesses whether the debt management strategy is conducive to minimizing budgetary risks and ensuring long-term debt sustainability.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IQ.CPA.BREG.XQ","CPIA business regulatory environment rating (1=low to 6=high)","Business regulatory environment assesses the extent to which the legal, regulatory, and policy environments help or hinder private businesses in investing, creating jobs, and becoming more productive.","World Bank Group, CPIA database (http://www.worldbank.org/ida).",
"IC.TAX.TOTL.CP.ZS","Total tax rate (% of commercial profits)","Total tax rate measures the amount of taxes and mandatory contributions payable by businesses after accounting for allowable deductions and exemptions as a share of commercial profits. Taxes withheld (such as personal income tax) or collected and remitted to tax authorities (such as value added taxes, sales taxes or goods and service taxes) are excluded.","World Bank, Doing Business project (http://www.doingbusiness.org/).",
"IC.TAX.PAYM","Tax payments (number)","Tax payments by businesses are the total number of taxes paid by businesses, including electronic filing. The tax is counted as paid once a year even if payments are more frequent.","World Bank, Doing Business project (http://www.doingbusiness.org/).",
"IC.TAX.DURS","Time to prepare and pay taxes (hours)","Time to prepare and pay taxes is the time, in hours per year, it takes to prepare, file, and pay (or withhold) three major types of taxes: the corporate income tax, the value added or sales tax, and labor taxes, including payroll taxes and social security contributions.","World Bank, Doing Business project (http://www.doingbusiness.org/).",
"IC.LGL.CRED.XQ","Strength of legal rights index (0=weak to 12=strong)","Strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending. The index ranges from 0 to 12, with higher scores indicating that these laws are better designed to expand access to credit.","World Bank, Doing Business project (http://www.doingbusiness.org/).",
"IC.CRD.PUBL.ZS","Public credit registry coverage (% of adults)","Public credit registry coverage reports the number of individuals and firms listed in a public credit registry with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.","World Bank, Doing Business project (http://www.doingbusiness.org/).",
"GC.XPN.TRFT.ZS","Subsidies and other transfers (% of expense)","Subsidies, grants, and other social benefits include all unrequited, nonrepayable transfers on current account to private and public enterprises; grants to foreign governments, international organizations, and other government units; and social security, social assistance benefits, and employer social benefits in cash and in kind.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.TRFT.CN","Subsidies and other transfers (current LCU)","Subsidies, grants, and other social benefits include all unrequited, nonrepayable transfers on current account to private and public enterprises; grants to foreign governments, international organizations, and other government units; and social security, social assistance benefits, and employer social benefits in cash and in kind.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.TOTL.GD.ZS","Expense (% of GDP)","Expense is cash payments for operating activities of the government in providing goods and services. It includes compensation of employees (such as wages and salaries), interest and subsidies, grants, social benefits, and other expenses such as rent and dividends.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",
"GC.XPN.TOTL.CN","Expense (current LCU)","Expense is cash payments for operating activities of the government in providing goods and services. It includes compensation of employees (such as wages and salaries), interest and subsidies, grants, social benefits, and other expenses such as rent and dividends.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.OTHR.ZS","Other expense (% of expense)","Other expense is spending on dividends, rent, and other miscellaneous expenses, including provision for consumption of fixed capital.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.OTHR.CN","Other expense (current LCU)","Other expense is spending on dividends, rent, and other miscellaneous expenses, including provision for consumption of fixed capital.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.INTP.ZS","Interest payments (% of expense)","Interest payments include interest payments on government debt--including long-term bonds, long-term loans, and other debt instruments--to domestic and foreign residents.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.INTP.RV.ZS","Interest payments (% of revenue)","Interest payments include interest payments on government debt--including long-term bonds, long-term loans, and other debt instruments--to domestic and foreign residents.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.INTP.CN","Interest payments (current LCU)","Interest payments include interest payments on government debt--including long-term bonds, long-term loans, and other debt instruments--to domestic and foreign residents.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.GSRV.ZS","Goods and services expense (% of expense)","Goods and services include all government payments in exchange for goods and services used for the production of market and nonmarket goods and services. Own-account capital formation is excluded.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.GSRV.CN","Goods and services expense (current LCU)","Goods and services include all government payments in exchange for goods and services used for the production of market and nonmarket goods and services. Own-account capital formation is excluded.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.COMP.ZS","Compensation of employees (% of expense)","Compensation of employees consists of all payments in cash, as well as in kind (such as food and housing), to employees in return for services rendered, and government contributions to social insurance schemes such as social security and pensions that provide benefits to employees.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.XPN.COMP.CN","Compensation of employees (current LCU)","Compensation of employees consists of all payments in cash, as well as in kind (such as food and housing), to employees in return for services rendered, and government contributions to social insurance schemes such as social security and pensions that provide benefits to employees.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.YPKG.ZS","Taxes on income, profits and capital gains (% of total taxes)","Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.YPKG.RV.ZS","Taxes on income, profits and capital gains (% of revenue)","Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.YPKG.CN","Taxes on income, profits and capital gains (current LCU)","Taxes on income, profits, and capital gains are levied on the actual or presumptive net income of individuals, on the profits of corporations and enterprises, and on capital gains, whether realized or not, on land, securities, and other assets. Intragovernmental payments are eliminated in consolidation.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.TOTL.GD.ZS","Tax revenue (% of GDP)","Tax revenue refers to compulsory transfers to the central government for public purposes. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded. Refunds and corrections of erroneously collected tax revenue are treated as negative revenue.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.",
"GC.TAX.TOTL.CN","Tax revenue (current LCU)","Tax revenue refers to compulsory transfers to the central government for public purposes. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded. Refunds and corrections of erroneously collected tax revenue are treated as negative revenue.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.OTHR.RV.ZS","Other taxes (% of revenue)","Other taxes include employer payroll or labor taxes, taxes on property, and taxes not allocable to other categories, such as penalties for late payment or nonpayment of taxes.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.OTHR.CN","Other taxes (current LCU)","Other taxes include employer payroll or labor taxes, taxes on property, and taxes not allocable to other categories, such as penalties for late payment or nonpayment of taxes.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.INTT.RV.ZS","Taxes on international trade (% of revenue)","Taxes on international trade include import duties, export duties, profits of export or import monopolies, exchange profits, and exchange taxes.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.INTT.CN","Taxes on international trade (current LCU)","Taxes on international trade include import duties, export duties, profits of export or import monopolies, exchange profits, and exchange taxes.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.IMPT.ZS","Customs and other import duties (% of tax revenue)","Customs and other import duties are all levies collected on goods that are entering the country or services delivered by nonresidents to residents. They include levies imposed for revenue or protection purposes and determined on a specific or ad valorem basis as long as they are restricted to imported goods or services.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.IMPT.CN","Customs and other import duties (current LCU)","Customs and other import duties are all levies collected on goods that are entering the country or services delivered by nonresidents to residents. They include levies imposed for revenue or protection purposes and determined on a specific or ad valorem basis as long as they are restricted to imported goods or services.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.GSRV.VA.ZS","Taxes on goods and services (% value added of industry and services)","Taxes on goods and services include general sales and turnover or value added taxes, selective excises on goods, selective taxes on services, taxes on the use of goods or property, taxes on extraction and production of minerals, and profits of fiscal monopolies.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD value added estimates.",
"GC.TAX.GSRV.RV.ZS","Taxes on goods and services (% of revenue)","Taxes on goods and services include general sales and turnover or value added taxes, selective excises on goods, selective taxes on services, taxes on the use of goods or property, taxes on extraction and production of minerals, and profits of fiscal monopolies.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.TAX.GSRV.CN","Taxes on goods and services (current LCU)","Taxes on goods and services include general sales and turnover or value added taxes, selective excises on goods, selective taxes on services, taxes on the use of goods or property, taxes on extraction and production of minerals, and profits of fiscal monopolies.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
