"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"DT.ODA.ODAT.PC.ZS","Net ODA received per capita (current US$)","Net official development assistance (ODA) per capita consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients; and is calculated by dividing net ODA received by the midyear population estimate. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).","Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline. World Bank population estimates are used for the denominator.",
"DT.ODA.ODAT.GN.ZS","Net ODA received (% of GNI)","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent).","Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: www.oecd.org/dac/stats/idsonline. World Bank GNI estimates are used for the denominator.",
"DT.ODA.ODAT.CD","Net official development assistance received (current US$)","Net official development assistance (ODA) consists of disbursements of loans made on concessional terms (net of repayments of principal) and grants by official agencies of the members of the Development Assistance Committee (DAC), by multilateral institutions, and by non-DAC countries to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. It includes loans with a grant element of at least 25 percent (calculated at a rate of discount of 10 percent). Data are in current U.S. dollars.","Development Assistance Committee of the Organisation for Economic Co-operation and Development, Geographical Distribution of Financial Flows to Developing Countries, Development Co-operation Report, and International Development Statistics database. Data are available online at: https://stats.oecd.org/.",
"DT.NFL.RDBN.CD","Net financial flows, RDB nonconcessional (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Nonconcessional financial flows cover all disbursements except those made through concessional lending facilities. Regional development banks are the African Development Bank, in Tunis, Tunisia, which serves all of Africa, including North Africa; the Asian Development Bank, in Manila, Philippines, which serves South and Central Asia and East Asia and Pacific; the European Bank for Reconstruction and Development, in London, United Kingdom, which serves Europe and Central Asia; and the Inter-American Development Bank, in Washington, D.C., which serves the Americas. Aggregates include amounts for economies not specified elsewhere. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.RDBC.CD","Net financial flows, RDB concessional (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Concessional financial flows cover disbursements made through concessional lending facilities. Regional development banks are the African Development Bank, in Tunis, Tunisia, which serves all of Africa, including North Africa; the Asian Development Bank, in Manila, Philippines, which serves South and Central Asia and East Asia and Pacific; the European Bank for Reconstruction and Development, in London, United Kingdom, which serves Europe and Central Asia; and the Inter-American Development Bank, in Washington, D.C., which serves the Americas. Aggregates include amounts for economies not specified elsewhere. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PRVT.CD","PPG, private creditors (NFL, current US$)","Public and publicly guaranteed debt from private creditors include bonds that are either publicly issued or privately placed; commercial bank loans from private banks and other private financial institutions; and other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PROP.CD","PPG, other private creditors (NFL, current US$)","Public and publicly guaranteed other private credits from manufacturers, exporters, and other suppliers of goods, and bank credits covered by a guarantee of an export credit agency. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PNGC.CD","PNG, commercial banks and other creditors (NFL, current US$)","Nonguaranteed long-term commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PNGB.CD","PNG, bonds (NFL, current US$)","Nonguaranteed long-term debt from bonds that are privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PCBO.CD","Commercial banks and other lending (PPG + PNG) (NFL, current US$)","Commercial bank and other lending includes net commercial bank lending (public and publicly guaranteed and private nonguaranteed) and other private credits. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PCBK.CD","PPG, commercial banks (NFL, current US$)","Public and publicly guaranteed commercial bank loans from private banks and other private financial institutions. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.PBND.CD","PPG, bonds (NFL, current US$)","Public and publicly guaranteed debt from bonds that are either publicly issued or privately placed. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.OFFT.CD","PPG, official creditors (NFL, current US$)","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.NIFC.CD","IFC, private nonguaranteed (NFL, current US$)","Nonguaranteed long-term debt privately placed from the International Finance Corporation (IFC). Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.MOTH.CD","Net financial flows, others (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. Others is a residual category in the World Bank's Debtor Reporting System. It includes such institutions as the Caribbean Development Fund, Council of Europe, European Development Fund, Islamic Development Bank, Nordic Development Fund, and the like. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.MLAT.CD","Net financial flows, multilateral (NFL, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.MIDA.CD","Net financial flows, IDA (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IDA is the International Development Association, the concessional loan window of the World Bank Group. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.MIBR.CD","Net financial flows, IBRD (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IBRD is the International Bank for Reconstruction and Development, the founding and largest member of the World Bank Group. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.IMFN.CD","Net financial flows, IMF nonconcessional (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IMF is the International Monetary Fund, which provides nonconcessional lending through the credit it provides to its members, mainly to meet balance of payments needs. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.IMFC.CD","Net financial flows, IMF concessional (NFL, current US$)","Net financial flows received by the borrower during the year are disbursements of loans and credits less repayments of principal. IMF is the International Monetary Fund, which provides concessional lending through the Poverty Reduction and Growth Facility and the IMF Trust Fund. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.DPNG.CD","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","Private nonguaranteed external debt is an external obligation of a private debtor that is not guaranteed for repayment by a public entity. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Long-term external debt is defined as debt that has an original or extended maturity of more than one year and that is owed to nonresidents by residents of an economy and repayable in currency, goods, or services. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.BOND.CD","Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","Bonds are securities issued with a fixed rate of interest for a period of more than one year. They include net flows through cross-border public and publicly guaranteed and private nonguaranteed bond issues. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.NFL.BLAT.CD","Net financial flows, bilateral (NFL, current US$)","Bilateral debt includes loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Net flows (or net lending or net disbursements) received by the borrower during the year are disbursements minus principal repayments. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.PVLX.GN.ZS","Present value of external debt (% of GNI)","Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The GNI denominator is a three-year average.","World Bank, International Debt Statistics.",
"DT.DOD.PVLX.EX.ZS","Present value of external debt (% of exports of goods, services and primary income)","Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. The exports denominator is a three-year average.","World Bank, International Debt Statistics.",
"DT.DOD.PVLX.CD","Present value of external debt (current US$)","Present value of debt is the sum of short-term external debt plus the discounted sum of total debt service payments due on public, publicly guaranteed, and private nonguaranteed long-term external debt over the life of existing loans. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.MWBG.CD","IBRD loans and IDA credits (DOD, current US$)","IBRD loans and IDA credits are public and publicly guaranteed debt extended by the World Bank Group. The International Bank for Reconstruction and Development (IBRD) lends at market rates. Credits from the International Development Association (IDA) are at concessional rates. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.MIDA.CD","PPG, IDA (DOD, current US$)","Public and publicly guaranteed debt outstanding from the International Development Association (IDA) is concessional. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.MIBR.CD","PPG, IBRD (DOD, current US$)","Public and publicly guaranteed debt outstanding from the International Bank for Reconstruction and Development (IBRD) is nonconcessional. Nonconcessional debt excludes loans with an original grant element of 35 percent or more. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.DSTC.ZS","Short-term debt (% of total external debt)","Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt.","World Bank, International Debt Statistics.",
"DT.DOD.DSTC.XP.ZS","Short-term debt (% of exports of goods, services and primary income)","Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt.","World Bank, International Debt Statistics.",
"DT.DOD.DSTC.IR.ZS","Short-term debt (% of total reserves)","Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Total reserves includes gold.","World Bank, International Debt Statistics.",
"DT.DOD.DSTC.CD","External debt stocks, short-term (DOD, current US$)","Short-term external debt is defined as debt that has an original maturity of one year or less. Available data permit no distinction between public and private nonguaranteed short-term debt. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.DPPG.CD","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","Public and publicly guaranteed debt comprises long-term external obligations of public debtors, including the national government,  Public Corporations, State Owned Enterprises, Development Banks and Other Mixed Enterprises, political subdivisions (or an agency of either), autonomous public bodies, and external obligations of private debtors that are guaranteed for repayment by a public entity. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.DPNG.CD","External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","Private nonguaranteed external debt comprises long-term external obligations of private debtors that are not guaranteed for repayment by a public entity. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.DLXF.CD","External debt stocks, long-term (DOD, current US$)","Long-term debt is debt that has an original or extended maturity of more than one year. It has three components: public, publicly guaranteed, and private nonguaranteed debt. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"DT.DOD.DIMF.CD","Use of IMF credit (DOD, current US$)","Use of IMF Credit: Data related to the operations of the IMF are provided by the IMF Treasurer’s Department. They are converted from special drawing rights into dollars using end-of-period exchange rates for stocks and average-over-the-period exchange rates for flows. IMF trust fund operations under the Enhanced Structural Adjustment Facility, Extended Fund Facility, Poverty Reduction and Growth Facility, and Structural Adjustment Facility (Enhanced Structural Adjustment Facility in 1999) are presented together with all of the IMF’s special facilities (buffer stock, supplemental reserve, compensatory and contingency facilities, oil facilities, and other facilities). SDR allocations are also included in this category. According to the BPM6, SDR allocations are recorded as the incurrence of a debt liability of the member receiving them (because of a requirement to repay the allocation in certain circumstances, and also because interest accrues). This debt item is introduced for the first time this year with historical data starting in 1999.","World Bank, International Debt Statistics.",
"DT.DOD.DECT.GN.ZS","External debt stocks (% of GNI)","Total external debt stocks to gross national income. Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. GNI (formerly GNP) is the sum of value added by all resident producers plus any product taxes (less subsidies) not included in the valuation of output plus net receipts of primary income (compensation of employees and property income) from abroad.","World Bank, International Debt Statistics.",
"DT.DOD.DECT.CD","External debt stocks, total (DOD, current US$)","Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U.S. dollars.","World Bank, International Debt Statistics.",
"BX.TRF.PWKR.CD.DT","Personal remittances, received (current US$)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.","World Bank staff estimates based on IMF balance of payments data.",
"BX.PEF.TOTL.CD.WD","Portfolio equity, net inflows (BoP, current US$)","Portfolio equity includes net inflows from equity securities other than those recorded as direct investment and including shares, stocks, depository receipts (American or global), and direct purchases of shares in local stock markets by foreign investors. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments database, and World Bank, International Debt Statistics.",
"BX.KLT.DINV.CD.WD","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment refers to direct investment equity flows in the reporting economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments database, supplemented by data from the United Nations Conference on Trade and Development and official national sources.",
"BX.GSR.TOTL.CD","Exports of goods, services and primary income (BoP, current US$)","Exports of goods, services and primary income is the sum of goods exports, service exports and primary income receipts. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
"BX.GRT.TECH.CD.WD","Technical cooperation grants (BoP, current US$)","Technical cooperation grants include free-standing technical cooperation grants, which are intended to finance the transfer of technical and managerial skills or of technology for the purpose of building up general national capacity without reference to any specific investment projects; and investment-related technical cooperation grants, which are provided to strengthen the capacity to execute specific investment projects. Data are in current U.S. dollars.","World Bank, International Debt Statistics, and OECD.",
"BX.GRT.EXTA.CD.WD","Grants, excluding technical cooperation (BoP, current US$)","Grants are defined as legally binding commitments that obligate a specific value of funds available for disbursement for which there is no repayment requirement. Data are in current U.S. dollars.","World Bank, International Debt Statistics, and OECD.",
"BN.CAB.XOKA.CD","Current account balance (BoP, current US$)","Current account balance is the sum of net exports of goods and services, net primary income, and net secondary income. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
"BM.GSR.TOTL.CD","Imports of goods, services and primary income (BoP, current US$)","Imports of goods, services and primary income is the sum of goods imports, service imports and primary income payments. Data are in current U.S. dollars.","International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",
